VACCINATION_DATE,FirstDailyDose,FirstDoseCumulative,SecondDailyDose,SecondDoseCumulative,SingleDailyDose,SingleDoseCumulative,AtleastOneVaccine,AtleastOneVaccineCumulative,CompletedVax,CompletedVaxCumulative,FirstSecondSingleVaccinations,FirstSecondSingleVaccinationsCumulative
2021-02-01 15:00:00,8212,511363,5443.0,111306,,,8212,511363,5443,111306,13655,622606
2021-02-02 15:00:00,12531,523894,13848.0,125154,,,12531,523894,13848,125154,26379,648985
2021-02-03 15:00:00,18282,542176,18157.0,143311,,,18282,542176,18157,143311,36439,685424
2021-02-04 15:00:00,22154,564330,15807.0,159118,,,22154,564330,15807,159118,37961,723385
2021-02-05 15:00:00,20426,584756,17456.0,176574,,,20426,584756,17456,176574,37882,761267
2021-02-06 15:00:00,11388,596144,14543.0,191117,,,11388,596144,14543,191117,25931,787198
2021-02-07 15:00:00,5994,602138,1953.0,193070,,,5994,602138,1953,193070,7947,795145
2021-02-08 15:00:00,13023,615161,12990.0,206060,,,13023,615161,12990,206060,26013,821158
2021-02-09 15:00:00,16674,631835,13897.0,219957,,,16674,631835,13897,219957,30571,851729
2021-02-10 15:00:00,19338,651173,21330.0,241287,,,19338,651173,21330,241287,40668,892397
2021-02-11 15:00:00,22951,674124,17396.0,258683,,,22951,674124,17396,258683,40347,932744
2021-02-12 15:00:00,20449,694573,19687.0,278370,,,20449,694573,19687,278370,40136,972880
2021-02-13 15:00:00,11476,706049,6434.0,284804,,,11476,706049,6434,284804,17910,990790
2021-02-14 15:00:00,7122,713171,2142.0,286946,,,7122,713171,2142,286946,9264,1000054
2021-02-15 15:00:00,11773,724944,13356.0,300302,,,11773,724944,13356,300302,25129,1025183
2021-02-16 15:00:00,16658,741602,21045.0,321347,,,16658,741602,21045,321347,37703,1062886
2021-02-17 15:00:00,20692,762294,26401.0,347748,,,20692,762294,26401,347748,47093,1109979
2021-02-18 15:00:00,3207,765501,4633.0,352381,,,3207,765501,4633,352381,7840,1117819
2021-02-19 15:00:00,10269,775770,19947.0,372328,,,10269,775770,19947,372328,30216,1148035
2021-02-20 15:00:00,10323,786093,20326.0,392654,,,10323,786093,20326,392654,30649,1178684
2021-02-21 15:00:00,6195,792288,7673.0,400327,,,6195,792288,7673,400327,13868,1192552
2021-02-22 15:00:00,8051,800339,15504.0,415831,,,8051,800339,15504,415831,23555,1216107
2021-02-23 15:00:00,15544,815883,15993.0,431824,,,15544,815883,15993,431824,31537,1247644
2021-02-24 15:00:00,18008,833891,24854.0,456678,,,18008,833891,24854,456678,42862,1290506
2021-02-25 15:00:00,20407,854298,26604.0,483282,,,20407,854298,26604,483282,47011,1337517
2021-02-26 15:00:00,26701,880999,26289.0,509571,,,26701,880999,26289,509571,52990,1390507
2021-02-27 15:00:00,16034,897033,11170.0,520741,,,16034,897033,11170,520741,27204,1417711
2021-02-28 15:00:00,15528,912561,4898.0,525639,,,15528,912561,4898,525639,20426,1438137
2021-03-01 15:00:00,27308,939869,12702.0,538341,,,27308,939869,12702,538341,40010,1478147
2021-03-02 15:00:00,24011,963880,13312.0,551653,38.0,38.0,24049,963918,13350,551691,37361,1515508
2021-03-03 15:00:00,30261,994141,18435.0,570088,194.0,232.0,30455,994373,18629,570320,48890,1564398
2021-03-04 15:00:00,31024,1025165,18260.0,588348,4067.0,4299.0,35091,1029464,22327,592647,53351,1617749
2021-03-05 15:00:00,30107,1055272,19795.0,608143,4913.0,9212.0,35020,1064484,24708,617355,54815,1672564
2021-03-06 15:00:00,19009,1074281,9540.0,617683,6010.0,15222.0,25019,1089503,15550,632905,34559,1707123
2021-03-07 15:00:00,12157,1086438,4932.0,622615,6605.0,21827.0,18762,1108265,11537,644442,23694,1730817
2021-03-08 15:00:00,25935,1112373,8870.0,631485,8276.0,30103.0,34211,1142476,17146,661588,43081,1773898
2021-03-09 15:00:00,26158,1138531,15509.0,646994,8346.0,38449.0,34504,1176980,23855,685443,50013,1823911
2021-03-10 15:00:00,29899,1168430,16063.0,663057,7937.0,46386.0,37836,1214816,24000,709443,53899,1877810
2021-03-11 15:00:00,36028,1204458,16436.0,679493,3982.0,50368.0,40010,1254826,20418,729861,56446,1934256
2021-03-12 15:00:00,36928,1241386,18167.0,697660,2929.0,53297.0,39857,1294683,21096,750957,58024,1992280
2021-03-13 15:00:00,22675,1264061,10347.0,708007,1631.0,54928.0,24306,1318989,11978,762935,34653,2026933
2021-03-14 15:00:00,17845,1281906,6740.0,714747,1010.0,55938.0,18855,1337844,7750,770685,25595,2052528
2021-03-15 15:00:00,29904,1311810,11379.0,726126,599.0,56537.0,30503,1368347,11978,782663,41882,2094410
2021-03-16 15:00:00,33493,1345303,13597.0,739723,772.0,57309.0,34265,1402612,14369,797032,47862,2142272
2021-03-17 15:00:00,37649,1382952,17092.0,756815,1183.0,58492.0,38832,1441444,18275,815307,55924,2198196
2021-03-18 15:00:00,41483,1424435,12714.0,769529,1353.0,59845.0,42836,1484280,14067,829374,55550,2253746
2021-03-19 15:00:00,38393,1462828,15448.0,784977,1046.0,60891.0,39439,1523719,16494,845868,54887,2308633
2021-03-20 15:00:00,24745,1487573,10236.0,795213,705.0,61596.0,25450,1549169,10941,856809,35686,2344319
2021-03-21 15:00:00,19208,1506781,7914.0,803127,342.0,61938.0,19550,1568719,8256,865065,27464,2371783
2021-03-22 15:00:00,32613,1539394,11526.0,814653,835.0,62773.0,33448,1602167,12361,877426,44974,2416757
2021-03-23 15:00:00,38416,1577810,17885.0,832538,1557.0,64330.0,39973,1642140,19442,896868,57858,2474615
2021-03-24 15:00:00,41093,1618903,21270.0,853808,1388.0,65718.0,42481,1684621,22658,919526,63751,2538366
2021-03-25 15:00:00,42932,1661835,21760.0,875568,2455.0,68173.0,45387,1730008,24215,943741,67147,2605513
2021-03-26 15:00:00,36397,1698232,26730.0,902298,2495.0,70668.0,38892,1768900,29225,972966,65622,2671135
2021-03-27 15:00:00,26478,1724710,17335.0,919633,2489.0,73157.0,28967,1797867,19824,992790,46302,2717437
2021-03-28 15:00:00,17015,1741725,12695.0,932328,1615.0,74772.0,18630,1816497,14310,1007100,31325,2748762
2021-03-29 15:00:00,29727,1771452,26405.0,958733,1142.0,75914.0,30869,1847366,27547,1034647,57274,2806036
2021-03-30 15:00:00,40084,1811536,29105.0,987838,1865.0,77779.0,41949,1889315,30970,1065617,71054,2877090
2021-03-31 15:00:00,41032,1852568,34771.0,1022609,5749.0,83528.0,46781,1936096,40520,1106137,81552,2958642
2021-04-01 15:00:00,42530,1895098,41238.0,1063847,5767.0,89295.0,48297,1984393,47005,1153142,89535,3048177
2021-04-02 15:00:00,34956,1930054,32755.0,1096602,6135.0,95430.0,41091,2025484,38890,1192032,73846,3122023
2021-04-03 15:00:00,21186,1951240,19248.0,1115850,4395.0,99825.0,25581,2051065,23643,1215675,44829,3166852
2021-04-04 15:00:00,8306,1959546,10227.0,1126077,968.0,100793.0,9274,2060339,11195,1226870,19501,3186353
2021-04-05 15:00:00,27968,1987514,28990.0,1155067,6663.0,107456.0,34631,2094970,35653,1262523,63621,3249974
2021-04-06 15:00:00,39813,2027327,30534.0,1185601,10504.0,117960.0,50317,2145287,41038,1303561,80851,3330825
2021-04-07 15:00:00,36121,2063448,34380.0,1219981,13000.0,130960.0,49121,2194408,47380,1350941,83501,3414326
2021-04-08 15:00:00,42368,2105816,36172.0,1256153,13876.0,144836.0,56244,2250652,50048,1400989,92416,3506742
2021-04-09 15:00:00,34099,2139915,36379.0,1292532,14532.0,159368.0,48631,2299283,50911,1451900,85010,3591752
2021-04-10 15:00:00,23510,2163425,23192.0,1315724,7642.0,167010.0,31152,2330435,30834,1482734,54344,3646096
2021-04-11 15:00:00,17586,2181011,13303.0,1329027,10123.0,177133.0,27709,2358144,23426,1506160,41012,3687108
2021-04-12 15:00:00,24612,2205623,33297.0,1362324,10907.0,188040.0,35519,2393663,44204,1550364,68816,3755924
2021-04-13 15:00:00,126187,2331810,91369.0,1453693,3293.0,191333.0,129480,2523143,94662,1645026,220849,3976773
2021-04-14 15:00:00,40751,2372561,37861.0,1491554,213.0,191546.0,40964,2564107,38074,1683100,78825,4055598
2021-04-15 15:00:00,41429,2413990,39597.0,1531151,176.0,191722.0,41605,2605712,39773,1722873,81202,4136800
2021-04-16 15:00:00,37154,2451144,38913.0,1570064,25.0,191747.0,37179,2642891,38938,1761811,76092,4212892
2021-04-17 15:00:00,32817,2483961,22049.0,1592113,13.0,191760.0,32830,2675721,22062,1783873,54879,4267771
2021-04-18 15:00:00,20064,2504025,16217.0,1608330,5.0,191765.0,20069,2695790,16222,1800095,36286,4304057
2021-04-19 15:00:00,29892,2533917,36565.0,1644895,60.0,191825.0,29952,2725742,36625,1836720,66517,4370574
2021-04-20 15:00:00,32942,2566859,44520.0,1689415,59.0,191884.0,33001,2758743,44579,1881299,77521,4448095
2021-04-21 15:00:00,39847,2606706,47104.0,1736519,26.0,191910.0,39873,2798616,47130,1928429,86977,4535072
2021-04-22 15:00:00,35868,2642574,42737.0,1779256,16.0,191926.0,35884,2834500,42753,1971182,78621,4613693
2021-04-23 15:00:00,33152,2675726,40195.0,1819451,14.0,191940.0,33166,2867666,40209,2011391,73361,4687054
2021-04-24 15:00:00,26431,2702157,27938.0,1847389,81.0,192021.0,26512,2894178,28019,2039410,54450,4741504
2021-04-25 15:00:00,20219,2722376,11007.0,1858396,31.0,192052.0,20250,2914428,11038,2050448,31257,4772761
2021-04-26 15:00:00,27390,2749766,32785.0,1891181,201.0,192253.0,27591,2942019,32986,2083434,60376,4833137
2021-04-27 15:00:00,26673,2776439,33131.0,1924312,1097.0,193350.0,27770,2969789,34228,2117662,60901,4894038
2021-04-28 15:00:00,28934,2805373,39589.0,1963901,1367.0,194717.0,30301,3000090,40956,2158618,69890,4963928
2021-04-29 15:00:00,27071,2832444,39808.0,2003709,1463.0,196180.0,28534,3028624,41271,2199889,68342,5032270
2021-04-30 15:00:00,28207,2860651,32326.0,2036035,1650.0,197830.0,29857,3058481,33976,2233865,62183,5094453
2021-05-01 15:00:00,20787,2881438,26840.0,2062875,1057.0,198887.0,21844,3080325,27897,2261762,48684,5143137
2021-05-02 15:00:00,10274,2891712,17092.0,2079967,823.0,199710.0,11097,3091422,17915,2279677,28189,5171326
2021-05-03 15:00:00,12729,2904441,28707.0,2108674,1917.0,201627.0,14646,3106068,30624,2310301,43353,5214679
2021-05-04 15:00:00,13563,2918004,38725.0,2147399,1742.0,203369.0,15305,3121373,40467,2350768,54030,5268709
2021-05-05 15:00:00,19317,2937321,37805.0,2185204,1923.0,205292.0,21240,3142613,39728,2390496,59045,5327754
2021-05-06 15:00:00,16931,2954252,40607.0,2225811,1722.0,207014.0,18653,3161266,42329,2432825,59260,5387014
2021-05-07 15:00:00,17591,2971843,37040.0,2262851,1959.0,208973.0,19550,3180816,38999,2471824,56590,5443604
2021-05-08 15:00:00,10801,2982644,31242.0,2294093,1293.0,210266.0,12094,3192910,32535,2504359,43336,5486940
2021-05-09 15:00:00,5077,2987721,12259.0,2306352,695.0,210961.0,5772,3198682,12954,2517313,18031,5504971
2021-05-10 15:00:00,8961,2996682,31063.0,2337415,1362.0,212323.0,10323,3209005,32425,2549738,41386,5546357
2021-05-11 15:00:00,12186,3008868,30307.0,2367722,1441.0,213764.0,13627,3222632,31748,2581486,43934,5590291
2021-05-12 15:00:00,13948,3022816,38653.0,2406375,1918.0,215682.0,15866,3238498,40571,2622057,54519,5644810
2021-05-13 15:00:00,21845,3044661,33534.0,2439909,1347.0,217029.0,23192,3261690,34881,2656938,56726,5701536
2021-05-14 15:00:00,24393,3069054,30085.0,2469994,1775.0,218804.0,26168,3287858,31860,2688798,56253,5757789
2021-05-15 15:00:00,21954,3091008,25133.0,2495127,1490.0,220294.0,23444,3311302,26623,2715421,48577,5806366
2021-05-16 15:00:00,9093,3100101,17581.0,2512708,1115.0,221409.0,10208,3321510,18696,2734117,27789,5834155
2021-05-17 15:00:00,16842,3116943,28424.0,2541132,1950.0,223359.0,18792,3340302,30374,2764491,47216,5881371
2021-05-18 15:00:00,21263,3138206,30706.0,2571838,1943.0,225302.0,23206,3363508,32649,2797140,53912,5935283
2021-05-19 15:00:00,27675,3165881,32455.0,2604293,1632.0,226934.0,29307,3392815,34087,2831227,61762,5997045
2021-05-20 15:00:00,20815,3186696,33290.0,2637583,1965.0,228899.0,22780,3415595,35255,2866482,56070,6053115
2021-05-21 15:00:00,19167,3205863,30379.0,2667962,1609.0,230508.0,20776,3436371,31988,2898470,51155,6104270
2021-05-22 15:00:00,16955,3222818,20708.0,2688670,1269.0,231777.0,18224,3454595,21977,2920447,38932,6143202
2021-05-23 15:00:00,8812,3231630,11458.0,2700128,965.0,232742.0,9777,3464372,12423,2932870,21235,6164437
2021-05-24 15:00:00,13574,3245204,17790.0,2717918,1473.0,234215.0,15047,3479419,19263,2952133,32837,6197274
2021-05-25 15:00:00,13078,3258282,18723.0,2736641,1328.0,235543.0,14406,3493825,20051,2972184,33129,6230403
2021-05-26 15:00:00,18368,3276650,19701.0,2756342,1512.0,237055.0,19880,3513705,21213,2993397,39581,6269984
2021-05-27 15:00:00,11699,3288349,18714.0,2775056,1120.0,238175.0,12819,3526524,19834,3013231,31533,6301517
2021-05-28 15:00:00,12418,3300767,19869.0,2794925,1402.0,239577.0,13820,3540344,21271,3034502,33689,6335206
2021-05-29 15:00:00,9516,3310283,11737.0,2806662,937.0,240514.0,10453,3550797,12674,3047176,22190,6357396
2021-05-30 15:00:00,4967,3315250,6446.0,2813108,596.0,241110.0,5563,3556360,7042,3054218,12009,6369405
2021-05-31 15:00:00,1779,3317029,3715.0,2816823,305.0,241415.0,2084,3558444,4020,3058238,5799,6375204
2021-06-01 15:00:00,9888,3326917,16507.0,2833330,1162.0,242577.0,11050,3569494,17669,3075907,27557,6402761
2021-06-02 15:00:00,10235,3337152,16838.0,2850168,962.0,243539.0,11197,3580691,17800,3093707,28035,6430796
2021-06-03 15:00:00,7899,3345051,21223.0,2871391,1089.0,244628.0,8988,3589679,22312,3116019,30211,6461007
2021-06-04 15:00:00,8197,3353248,22378.0,2893769,1121.0,245749.0,9318,3598997,23499,3139518,31696,6492703
2021-06-05 15:00:00,6998,3360246,19477.0,2913246,721.0,246470.0,7719,3606716,20198,3159716,27196,6519899
2021-06-06 15:00:00,3457,3363703,7264.0,2920510,426.0,246896.0,3883,3610599,7690,3167406,11147,6531046
2021-06-07 15:00:00,6862,3370565,15805.0,2936315,726.0,247622.0,7588,3618187,16531,3183937,23393,6554439
2021-06-08 15:00:00,6672,3377237,19747.0,2956062,831.0,248453.0,7503,3625690,20578,3204515,27250,6581689
2021-06-09 15:00:00,8198,3385435,24026.0,2980088,969.0,249422.0,9167,3634857,24995,3229510,33193,6614882
2021-06-10 15:00:00,7157,3392592,19152.0,2999240,895.0,250317.0,8052,3642909,20047,3249557,27204,6642086
2021-06-11 15:00:00,7493,3400085,17743.0,3016983,1126.0,251443.0,8619,3651528,18869,3268426,26362,6668448
2021-06-12 15:00:00,5244,3405329,14787.0,3031770,605.0,252048.0,5849,3657377,15392,3283818,20636,6689084
2021-06-13 15:00:00,1947,3407276,7639.0,3039409,427.0,252475.0,2374,3659751,8066,3291884,10013,6699097
2021-06-14 15:00:00,5656,3412932,11839.0,3051248,734.0,253209.0,6390,3666141,12573,3304457,18229,6717326
2021-06-15 15:00:00,5652,3418584,14358.0,3065606,873.0,254082.0,6525,3672666,15231,3319688,20883,6738209
2021-06-16 15:00:00,8732,3427316,21639.0,3087245,758.0,254840.0,9490,3682156,22397,3342085,31129,6769338
2021-06-17 15:00:00,6686,3434002,12387.0,3099632,720.0,255560.0,7406,3689562,13107,3355192,19793,6789131
2021-06-18 15:00:00,6838,3440840,12753.0,3112385,703.0,256263.0,7541,3697103,13456,3368648,20294,6809425
2021-06-19 15:00:00,4655,3445495,9391.0,3121776,614.0,256877.0,5269,3702372,10005,3378653,14660,6824085
2021-06-20 15:00:00,2513,3448008,5068.0,3126844,377.0,257254.0,2890,3705262,5445,3384098,7958,6832043
2021-06-21 15:00:00,5568,3453576,5343.0,3132187,636.0,257890.0,6204,3711466,5979,3390077,11547,6843590
2021-06-22 15:00:00,5351,3458927,9066.0,3141253,699.0,258589.0,6050,3717516,9765,3399842,15116,6858706
2021-06-23 15:00:00,6066,3464993,10361.0,3151614,645.0,259234.0,6711,3724227,11006,3410848,17072,6875778
2021-06-24 15:00:00,5932,3470925,8221.0,3159835,595.0,259829.0,6527,3730754,8816,3419664,14748,6890526
2021-06-25 15:00:00,5831,3476756,8672.0,3168507,619.0,260448.0,6450,3737204,9291,3428955,15122,6905648
2021-06-26 15:00:00,3707,3480463,6305.0,3174812,398.0,260846.0,4105,3741309,6703,3435658,10410,6916058
2021-06-27 15:00:00,2810,3483273,3525.0,3178337,185.0,261031.0,2995,3744304,3710,3439368,6520,6922578
2021-06-28 15:00:00,4928,3488201,6399.0,3184736,539.0,261570.0,5467,3749771,6938,3446306,11866,6934444
2021-06-29 15:00:00,5064,3493265,6490.0,3191226,524.0,262094.0,5588,3755359,7014,3453320,12078,6946522
2021-06-30 15:00:00,5639,3498904,7396.0,3198622,607.0,262701.0,6246,3761605,8003,3461323,13642,6960164
2021-07-01 15:00:00,5452,3504356,7009.0,3205631,505.0,263206.0,5957,3767562,7514,3468837,12966,6973130
2021-07-02 15:00:00,5306,3509662,6863.0,3212494,527.0,263733.0,5833,3773395,7390,3476227,12696,6985826
2021-07-03 15:00:00,3276,3512938,4076.0,3216570,264.0,263997.0,3540,3776935,4340,3480567,7616,6993442
2021-07-04 15:00:00,494,3513432,551.0,3217121,69.0,264066.0,563,3777498,620,3481187,1114,6994556
2021-07-05 15:00:00,3773,3517205,3955.0,3221076,287.0,264353.0,4060,3781558,4242,3485429,8015,7002571
2021-07-06 15:00:00,4493,3521698,6296.0,3227372,455.0,264808.0,4948,3786506,6751,3492180,11244,7013815
2021-07-07 15:00:00,4469,3526167,6431.0,3233803,483.0,265291.0,4952,3791458,6914,3499094,11383,7025198
2021-07-08 15:00:00,4837,3531004,6196.0,3239999,564.0,265855.0,5401,3796859,6760,3505854,11597,7036795
2021-07-09 15:00:00,5367,3536371,6695.0,3246694,574.0,266429.0,5941,3802800,7269,3513123,12636,7049431
2021-07-10 15:00:00,3528,3539899,4412.0,3251106,305.0,266734.0,3833,3806633,4717,3517840,8245,7057676
2021-07-11 15:00:00,2683,3542582,2582.0,3253688,227.0,266961.0,2910,3809543,2809,3520649,5492,7063168
2021-07-12 15:00:00,4429,3547011,5132.0,3258820,379.0,267340.0,4808,3814351,5511,3526160,9940,7073108
2021-07-13 15:00:00,4672,3551683,4733.0,3263553,366.0,267706.0,5038,3819389,5099,3531259,9771,7082879
2021-07-14 15:00:00,4634,3556317,5300.0,3268853,421.0,268127.0,5055,3824444,5721,3536980,10355,7093234
2021-07-15 15:00:00,4912,3561229,5029.0,3273882,359.0,268486.0,5271,3829715,5388,3542368,10300,7103534
2021-07-16 15:00:00,6284,3567513,5876.0,3279758,405.0,268891.0,6689,3836404,6281,3548649,12565,7116099
2021-07-17 15:00:00,3422,3570935,3555.0,3283313,304.0,269195.0,3726,3840130,3859,3552508,7281,7123380
2021-07-18 15:00:00,2312,3573247,2385.0,3285698,110.0,269305.0,2422,3842552,2495,3555003,4807,7128187
2021-07-19 15:00:00,5152,3578399,4618.0,3290316,383.0,269688.0,5535,3848087,5001,3560004,10153,7138340
2021-07-20 15:00:00,5349,3583748,4737.0,3295053,367.0,270055.0,5716,3853803,5104,3565108,10453,7148793
2021-07-21 15:00:00,5667,3589415,4969.0,3300022,415.0,270470.0,6082,3859885,5384,3570492,11051,7159844
2021-07-22 15:00:00,6034,3595449,4653.0,3304675,472.0,270942.0,6506,3866391,5125,3575617,11159,7171003
2021-07-23 15:00:00,6849,3602298,4856.0,3309531,499.0,271441.0,7348,3873739,5355,3580972,12204,7183207
2021-07-24 15:00:00,4286,3606584,3209.0,3312740,267.0,271708.0,4553,3878292,3476,3584448,7762,7190969
2021-07-25 15:00:00,3302,3609886,1122.0,3313862,140.0,271848.0,3442,3881734,1262,3585710,4564,7195533
2021-07-26 15:00:00,6223,3616109,3918.0,3317780,420.0,272268.0,6643,3888377,4338,3590048,10561,7206094
2021-07-27 15:00:00,6616,3622725,4307.0,3322087,459.0,272727.0,7075,3895452,4766,3594814,11382,7217476
2021-07-28 15:00:00,7095,3629820,4158.0,3326245,462.0,273189.0,7557,3903009,4620,3599434,11715,7229191
2021-07-29 15:00:00,7093,3636913,4330.0,3330575,420.0,273609.0,7513,3910522,4750,3604184,11843,7241034
2021-07-30 15:00:00,7837,3644750,4840.0,3335415,527.0,274136.0,8364,3918886,5367,3609551,13204,7254238
2021-07-31 15:00:00,4792,3649542,3089.0,3338504,274.0,274410.0,5066,3923952,3363,3612914,8155,7262393
2021-08-01 15:00:00,3918,3653460,2198.0,3340702,165.0,274575.0,4083,3928035,2363,3615277,6281,7268674
2021-08-02 15:00:00,7283,3660743,3852.0,3344554,342.0,274917.0,7625,3935660,4194,3619471,11477,7280151
2021-08-03 15:00:00,7281,3668024,4117.0,3348671,517.0,275434.0,7798,3943458,4634,3624105,11915,7292066
2021-08-04 15:00:00,7442,3675466,4132.0,3352803,536.0,275970.0,7978,3951436,4668,3628773,12110,7304176
2021-08-05 15:00:00,7962,3683428,4348.0,3357151,541.0,276511.0,8503,3959939,4889,3633662,12851,7317027
2021-08-06 15:00:00,8335,3691763,4763.0,3361914,454.0,276965.0,8789,3968728,5217,3638879,13552,7330579
2021-08-07 15:00:00,5305,3697068,2849.0,3364763,264.0,277229.0,5569,3974297,3113,3641992,8418,7338997
2021-08-08 15:00:00,3982,3701050,2063.0,3366826,146.0,277375.0,4128,3978425,2209,3644201,6191,7345188
2021-08-09 15:00:00,6963,3708013,4570.0,3371396,371.0,277746.0,7334,3985759,4941,3649142,11904,7357092
2021-08-10 15:00:00,7176,3715189,4507.0,3375903,340.0,278086.0,7516,3993275,4847,3653989,12023,7369115
2021-08-11 15:00:00,7108,3722297,4461.0,3380364,443.0,278529.0,7551,4000826,4904,3658893,12012,7381127
2021-08-12 15:00:00,8669,3730966,4775.0,3385139,446.0,278975.0,9115,4009941,5221,3664114,13890,7395017
2021-08-13 15:00:00,7190,3738156,5420.0,3390559,397.0,279372.0,7587,4017528,5817,3669931,13007,7408024
2021-08-14 15:00:00,4930,3743086,3357.0,3393916,287.0,279659.0,5217,4022745,3644,3673575,8574,7416598
2021-08-15 15:00:00,3332,3746418,2750.0,3396666,163.0,279822.0,3495,4026240,2913,3676488,6245,7422843
2021-08-16 15:00:00,5462,3751880,5107.0,3401773,354.0,280176.0,5816,4032056,5461,3681949,10923,7433766
2021-08-17 15:00:00,6832,3758712,5381.0,3407154,391.0,280567.0,7223,4039279,5772,3687721,12604,7446370
2021-08-18 15:00:00,6352,3765064,5532.0,3412686,481.0,281048.0,6833,4046112,6013,3693734,12365,7458735
2021-08-19 15:00:00,6241,3771305,5587.0,3418273,417.0,281465.0,6658,4052770,6004,3699738,12245,7470980
